image_id,active_attributes,active_attribute_names
1969,"[8, 11, 15, 23, 26, 36, 38, 39, 53, 54, 58, 60, 72, 76, 81, 102, 119, 120, 126, 134, 146, 152, 166, 169, 179, 187, 196, 211, 212, 213, 219, 236, 239, 243, 245, 254, 262, 263, 269, 275, 293, 307, 311]","[""has_bill_shape::cone"", ""has_wing_color::brown"", ""has_wing_color::grey"", ""has_wing_color::red"", ""has_upperparts_color::brown"", ""has_upperparts_color::black"", ""has_upperparts_color::red"", ""has_upperparts_color::buff"", ""has_underparts_color::red"", ""has_underparts_color::buff"", ""has_breast_pattern::multi-colored"", ""has_back_color::brown"", ""has_back_color::red"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::brown"", ""has_head_pattern::plain"", ""has_breast_color::red"", ""has_breast_color::buff"", ""has_throat_color::grey"", ""has_throat_color::red"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::red"", ""has_under_tail_color::brown"", ""has_under_tail_color::black"", ""has_nape_color::rufous"", ""has_nape_color::red"", ""has_belly_color::red"", ""has_belly_color::buff"", ""has_wing_shape::rounded-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::red"", ""has_primary_color::buff"", ""has_leg_color::grey"", ""has_leg_color::black"", ""has_bill_color::buff"", ""has_crown_color::red"", ""has_wing_pattern::striped""]"
1970,"[8, 21, 36, 52, 53, 57, 63, 70, 77, 84, 91, 100, 110, 118, 125, 146, 152, 157, 179, 180, 187, 202, 210, 213, 219, 236, 240, 241, 247, 253, 260, 261, 274, 293, 298, 309]","[""has_bill_shape::cone"", ""has_wing_color::black"", ""has_upperparts_color::black"", ""has_underparts_color::white"", ""has_underparts_color::red"", ""has_breast_pattern::striped"", ""has_back_color::rufous"", ""has_back_color::black"", ""has_tail_shape::fan-shaped_tail"", ""has_upper_tail_color::rufous"", ""has_upper_tail_color::black"", ""has_head_pattern::eyebrow"", ""has_breast_color::rufous"", ""has_breast_color::white"", ""has_throat_color::rufous"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::rufous"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::rufous"", ""has_belly_color::rufous"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::solid"", ""has_belly_pattern::striped"", ""has_primary_color::rufous"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::orange"", ""has_bill_color::buff"", ""has_crown_color::rufous"", ""has_wing_pattern::solid""]"
1971,"[8, 11, 24, 26, 36, 39, 41, 51, 57, 60, 64, 73, 76, 81, 94, 101, 107, 117, 120, 122, 135, 146, 152, 154, 169, 182, 184, 199, 212, 214, 219, 236, 239, 241, 247, 250, 263, 277, 280, 295, 311]","[""has_bill_shape::cone"", ""has_wing_color::brown"", ""has_wing_color::buff"", ""has_upperparts_color::brown"", ""has_upperparts_color::black"", ""has_upperparts_color::buff"", ""has_underparts_color::brown"", ""has_underparts_color::black"", ""has_breast_pattern::striped"", ""has_back_color::brown"", ""has_back_color::grey"", ""has_back_color::buff"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::brown"", ""has_upper_tail_color::buff"", ""has_head_pattern::eyering"", ""has_breast_color::brown"", ""has_breast_color::black"", ""has_breast_color::buff"", ""has_throat_color::brown"", ""has_throat_color::buff"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::brown"", ""has_under_tail_color::brown"", ""has_under_tail_color::buff"", ""has_nape_color::brown"", ""has_belly_color::brown"", ""has_belly_color::buff"", ""has_wing_shape::pointed-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::striped"", ""has_tail_pattern::solid"", ""has_belly_pattern::striped"", ""has_primary_color::brown"", ""has_primary_color::buff"", ""has_leg_color::red"", ""has_bill_color::brown"", ""has_crown_color::brown"", ""has_wing_pattern::striped""]"
1972,"[8, 21, 24, 36, 39, 44, 51, 53, 58, 70, 73, 75, 91, 101, 117, 119, 125, 146, 152, 157, 179, 188, 196, 209, 211, 219, 236, 239, 241, 245, 262, 275, 284, 298, 307, 311]","[""has_bill_shape::cone"", ""has_wing_color::black"", ""has_wing_color::buff"", ""has_upperparts_color::black"", ""has_upperparts_color::buff"", ""has_underparts_color::rufous"", ""has_underparts_color::black"", ""has_underparts_color::red"", ""has_breast_pattern::multi-colored"", ""has_back_color::black"", ""has_back_color::buff"", ""has_tail_shape::rounded_tail"", ""has_upper_tail_color::black"", ""has_head_pattern::eyering"", ""has_breast_color::black"", ""has_breast_color::red"", ""has_throat_color::rufous"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::rufous"", ""has_under_tail_color::black"", ""has_nape_color::grey"", ""has_nape_color::red"", ""has_belly_color::black"", ""has_belly_color::red"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::striped"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::red"", ""has_leg_color::black"", ""has_bill_color::grey"", ""has_crown_color::rufous"", ""has_crown_color::red"", ""has_wing_pattern::striped""]"
1973,"[8, 11, 23, 24, 26, 39, 54, 58, 60, 73, 100, 119, 134, 146, 152, 157, 169, 187, 212, 219, 236, 240, 248, 263, 265, 280, 298, 312]","[""has_bill_shape::cone"", ""has_wing_color::brown"", ""has_wing_color::red"", ""has_wing_color::buff"", ""has_upperparts_color::brown"", ""has_upperparts_color::buff"", ""has_underparts_color::buff"", ""has_breast_pattern::multi-colored"", ""has_back_color::brown"", ""has_back_color::buff"", ""has_head_pattern::eyebrow"", ""has_breast_color::red"", ""has_throat_color::red"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::rufous"", ""has_under_tail_color::brown"", ""has_nape_color::rufous"", ""has_belly_color::buff"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::multi-colored"", ""has_belly_pattern::multi-colored"", ""has_primary_color::buff"", ""has_leg_color::brown"", ""has_bill_color::brown"", ""has_crown_color::rufous"", ""has_wing_pattern::multi-colored""]"
1974,"[8, 11, 23, 26, 38, 53, 55, 60, 72, 103, 119, 125, 146, 152, 166, 187, 196, 211, 222, 236, 239, 245, 262, 268, 284, 293, 307, 311]","[""has_bill_shape::cone"", ""has_wing_color::brown"", ""has_wing_color::red"", ""has_upperparts_color::brown"", ""has_upperparts_color::red"", ""has_underparts_color::red"", ""has_breast_pattern::solid"", ""has_back_color::brown"", ""has_back_color::red"", ""has_head_pattern::eyeline"", ""has_breast_color::red"", ""has_throat_color::rufous"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::red"", ""has_nape_color::rufous"", ""has_nape_color::red"", ""has_belly_color::red"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_back_pattern::striped"", ""has_belly_pattern::solid"", ""has_primary_color::red"", ""has_leg_color::rufous"", ""has_bill_color::grey"", ""has_bill_color::buff"", ""has_crown_color::red"", ""has_wing_pattern::striped""]"
1975,"[8, 19, 21, 34, 36, 49, 52, 55, 68, 70, 77, 100, 115, 118, 134, 146, 166, 194, 196, 207, 210, 214, 219, 236, 240, 248, 258, 260, 261, 278, 293, 300, 307, 312]","[""has_bill_shape::cone"", ""has_wing_color::pink"", ""has_wing_color::black"", ""has_upperparts_color::pink"", ""has_upperparts_color::black"", ""has_underparts_color::pink"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::pink"", ""has_back_color::black"", ""has_tail_shape::fan-shaped_tail"", ""has_head_pattern::eyebrow"", ""has_breast_color::pink"", ""has_breast_color::white"", ""has_throat_color::red"", ""has_eye_color::black"", ""has_forehead_color::red"", ""has_nape_color::black"", ""has_nape_color::red"", ""has_belly_color::pink"", ""has_belly_color::white"", ""has_wing_shape::pointed-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::multi-colored"", ""has_belly_pattern::multi-colored"", ""has_primary_color::pink"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::buff"", ""has_bill_color::buff"", ""has_crown_color::yellow"", ""has_crown_color::red"", ""has_wing_pattern::multi-colored""]"
1976,"[8, 15, 22, 30, 45, 53, 55, 64, 76, 105, 119, 126, 134, 146, 152, 166, 173, 188, 203, 211, 213, 222, 236, 237, 241, 248, 254, 262, 275, 284, 299, 312]","[""has_bill_shape::cone"", ""has_wing_color::grey"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_underparts_color::grey"", ""has_underparts_color::red"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_tail_shape::notched_tail"", ""has_head_pattern::capped"", ""has_breast_color::red"", ""has_throat_color::grey"", ""has_throat_color::red"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::red"", ""has_under_tail_color::grey"", ""has_nape_color::grey"", ""has_belly_color::grey"", ""has_belly_color::red"", ""has_wing_shape::rounded-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::multi-colored"", ""has_primary_color::grey"", ""has_primary_color::red"", ""has_leg_color::black"", ""has_bill_color::grey"", ""has_crown_color::grey"", ""has_wing_pattern::multi-colored""]"
1977,"[8, 23, 27, 53, 63, 103, 119, 134, 146, 152, 157, 210, 211, 214, 222, 236, 262, 278, 293, 298, 311]","[""has_bill_shape::cone"", ""has_wing_color::red"", ""has_upperparts_color::iridescent"", ""has_underparts_color::red"", ""has_back_color::rufous"", ""has_head_pattern::eyeline"", ""has_breast_color::red"", ""has_throat_color::red"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::rufous"", ""has_belly_color::white"", ""has_belly_color::red"", ""has_wing_shape::pointed-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_primary_color::red"", ""has_leg_color::buff"", ""has_bill_color::buff"", ""has_crown_color::rufous"", ""has_wing_pattern::striped""]"
1978,"[8, 11, 20, 22, 26, 38, 50, 52, 58, 60, 72, 76, 81, 92, 96, 118, 119, 133, 134, 146, 152, 166, 169, 180, 196, 197, 208, 210, 213, 219, 236, 239, 243, 245, 250, 259, 261, 278, 293, 307, 311]","[""has_bill_shape::cone"", ""has_wing_color::brown"", ""has_wing_color::orange"", ""has_wing_color::white"", ""has_upperparts_color::brown"", ""has_upperparts_color::red"", ""has_underparts_color::orange"", ""has_underparts_color::white"", ""has_breast_pattern::multi-colored"", ""has_back_color::brown"", ""has_back_color::red"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::brown"", ""has_upper_tail_color::white"", ""has_head_pattern::malar"", ""has_breast_color::white"", ""has_breast_color::red"", ""has_throat_color::white"", ""has_throat_color::red"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::red"", ""has_under_tail_color::brown"", ""has_under_tail_color::white"", ""has_nape_color::red"", ""has_nape_color::buff"", ""has_belly_color::orange"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_belly_pattern::solid"", ""has_primary_color::brown"", ""has_primary_color::orange"", ""has_primary_color::white"", ""has_leg_color::buff"", ""has_bill_color::buff"", ""has_crown_color::red"", ""has_wing_pattern::striped""]"
1979,"[8, 11, 15, 23, 26, 30, 38, 45, 53, 57, 60, 64, 72, 78, 81, 85, 93, 101, 118, 119, 126, 134, 146, 152, 158, 166, 180, 188, 196, 210, 211, 214, 222, 236, 240, 244, 248, 250, 254, 262, 269, 284, 299, 307, 312]","[""has_bill_shape::cone"", ""has_wing_color::brown"", ""has_wing_color::grey"", ""has_wing_color::red"", ""has_upperparts_color::brown"", ""has_upperparts_color::grey"", ""has_upperparts_color::red"", ""has_underparts_color::grey"", ""has_underparts_color::red"", ""has_breast_pattern::striped"", ""has_back_color::brown"", ""has_back_color::grey"", ""has_back_color::red"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::brown"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::red"", ""has_head_pattern::eyering"", ""has_breast_color::white"", ""has_breast_color::red"", ""has_throat_color::grey"", ""has_throat_color::red"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::grey"", ""has_forehead_color::red"", ""has_under_tail_color::white"", ""has_nape_color::grey"", ""has_nape_color::red"", ""has_belly_color::white"", ""has_belly_color::red"", ""has_wing_shape::pointed-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::multi-colored"", ""has_primary_color::brown"", ""has_primary_color::grey"", ""has_primary_color::red"", ""has_leg_color::grey"", ""has_bill_color::grey"", ""has_crown_color::grey"", ""has_crown_color::red"", ""has_wing_pattern::multi-colored""]"
1980,"[7, 11, 14, 29, 52, 57, 63, 74, 92, 100, 118, 134, 146, 152, 166, 172, 184, 199, 216, 222, 235, 239, 243, 247, 253, 276, 280, 307, 311]","[""has_bill_shape::all-purpose"", ""has_wing_color::brown"", ""has_wing_color::rufous"", ""has_upperparts_color::rufous"", ""has_underparts_color::white"", ""has_breast_pattern::striped"", ""has_back_color::rufous"", ""has_tail_shape::forked_tail"", ""has_upper_tail_color::white"", ""has_head_pattern::eyebrow"", ""has_breast_color::white"", ""has_throat_color::red"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::red"", ""has_under_tail_color::rufous"", ""has_nape_color::brown"", ""has_belly_color::brown"", ""has_wing_shape::tapered-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::swallow-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_belly_pattern::striped"", ""has_primary_color::rufous"", ""has_leg_color::white"", ""has_bill_color::brown"", ""has_crown_color::red"", ""has_wing_pattern::striped""]"
1981,"[8, 11, 19, 21, 26, 34, 36, 52, 55, 60, 68, 70, 76, 81, 89, 91, 101, 118, 134, 146, 152, 166, 169, 173, 179, 192, 196, 210, 214, 219, 236, 239, 243, 248, 258, 262, 275, 284, 290, 307, 311]","[""has_bill_shape::cone"", ""has_wing_color::brown"", ""has_wing_color::pink"", ""has_wing_color::black"", ""has_upperparts_color::brown"", ""has_upperparts_color::pink"", ""has_upperparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::brown"", ""has_back_color::pink"", ""has_back_color::black"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::brown"", ""has_upper_tail_color::pink"", ""has_upper_tail_color::black"", ""has_head_pattern::eyering"", ""has_breast_color::white"", ""has_throat_color::red"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::red"", ""has_under_tail_color::brown"", ""has_under_tail_color::grey"", ""has_under_tail_color::black"", ""has_nape_color::pink"", ""has_nape_color::red"", ""has_belly_color::white"", ""has_wing_shape::pointed-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_belly_pattern::multi-colored"", ""has_primary_color::pink"", ""has_primary_color::red"", ""has_leg_color::black"", ""has_bill_color::grey"", ""has_bill_color::black"", ""has_crown_color::red"", ""has_wing_pattern::striped""]"
1982,"[8, 11, 22, 26, 37, 52, 53, 54, 55, 60, 78, 96, 119, 134, 146, 152, 166, 169, 196, 197, 208, 213, 219, 236, 241, 245, 250, 262, 275, 284, 307, 312]","[""has_bill_shape::cone"", ""has_wing_color::brown"", ""has_wing_color::white"", ""has_upperparts_color::brown"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_underparts_color::red"", ""has_underparts_color::buff"", ""has_breast_pattern::solid"", ""has_back_color::brown"", ""has_tail_shape::pointed_tail"", ""has_head_pattern::malar"", ""has_breast_color::red"", ""has_throat_color::red"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::red"", ""has_under_tail_color::brown"", ""has_nape_color::red"", ""has_nape_color::buff"", ""has_belly_color::orange"", ""has_wing_shape::rounded-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::brown"", ""has_primary_color::red"", ""has_leg_color::black"", ""has_bill_color::grey"", ""has_crown_color::red"", ""has_wing_pattern::multi-colored""]"
